exchange,type,table,base,quote,usd_volume
Bitget,spot,bitget_sui_eur_1m,sui,eur,131713.921116
Bitget,spot,bitget_sui_usdt_1m,sui,usdt,11419158.525432562
Bitget,spot,bitget_sun_usdt_1m,sun,usdt,1131080.5744999999
Bitget,spot,bitget_sundog_usdt_1m,sundog,usdt,59094.170789699994
Bitget,spot,bitget_sushi_usdt_1m,sushi,usdt,1102069.6537282702
Bitget,spot,bitget_swarms_usdt_1m,swarms,usdt,536305.0229301
Bitget,spot,bitget_swch_usdt_1m,swch,usdt,9217.666415
Bitget,spot,bitget_sweat_usdt_1m,sweat,usdt,61946.38581565901
Bitget,spot,bitget_swell_usdt_1m,swell,usdt,197670.83022296004
Bitget,spot,bitget_br_usdt_1m,br,usdt,27196.940316999997
Bitget,spot,bitget_sxp_usdt_1m,sxp,usdt,113613.37030000001
Bitget,spot,bitget_syn_usdt_1m,syn,usdt,621152.2685480001
Bitget,spot,bitget_sys_usdt_1m,sys,usdt,59446.28981
Bitget,spot,bitget_t_usdt_1m,t,usdt,62919.53798000001
Bitget,spot,bitget_taiko_usdt_1m,taiko,usdt,723388.5499620001
Bitget,spot,bitget_tel_usdt_1m,tel,usdt,102720.8896476
Bitget,spot,bitget_the_usdt_1m,the,usdt,367065.98418300005
Bitget,spot,bitget_tut_usdt_1m,tut,usdt,865931.4484359999
Bitget,spot,bitget_tia_usdt_1m,tia,usdt,4899768.117299999
Bitget,spot,bitget_tlos_usdt_1m,tlos,usdt,22312.22033198
Bitget,spot,bitget_tnsr_usdt_1m,tnsr,usdt,174226.270636
Bitget,spot,bitget_toma_usdt_1m,toma,usdt,8957.613732849799
Bitget,spot,bitget_ton_eur_1m,ton,eur,176170.95962000004
Bitget,spot,bitget_ton_usdc_1m,ton,usdc,49809.494300000006
Bitget,spot,bitget_ton_usdt_1m,ton,usdt,1850192.5072068365
Bitget,spot,bitget_trac_usdt_1m,trac,usdt,96007.951065
Bitget,spot,bitget_trb_usdt_1m,trb,usdt,936366.1035419999
Bitget,spot,bitget_treat_usdt_1m,treat,usdt,29009.51281161
Bitget,spot,bitget_trx_usdc_1m,trx,usdc,79086.78242
Bitget,spot,bitget_turbo_usdt_1m,turbo,usdt,514944.51921000006
Bitget,spot,bitget_tusd_usdt_1m,tusd,usdt,531.1999000000001
Bitget,spot,bitget_twt_usdt_1m,twt,usdt,376670.3152113
Bitget,spot,bitget_u2u_usdt_1m,u2u,usdt,3825.80719908
Bitget,spot,bitget_ulti_usdt_1m,ulti,usdt,38278.824317219995
Bitget,spot,bitget_uma_usdt_1m,uma,usdt,201043.6364859
Bitget,spot,bitget_upc_usdt_1m,upc,usdt,14620.18459
Bitget,spot,bitget_usdc_eur_1m,usdc,eur,1245348.77367
Bitget,spot,bitget_usdc_usdt_1m,usdc,usdt,54719901.958716035
Bitget,spot,bitget_usde_usdt_1m,usde,usdt,1712468.5973329998
Bitget,spot,bitget_usdt_eur_1m,usdt,eur,11376867.707680866
Bitget,spot,bitget_ustc_usdt_1m,ustc,usdt,344787.75448000006
Bitget,spot,bitget_usual_usdt_1m,usual,usdt,659962.664295
Bitget,spot,bitget_uxlink_usdt_1m,uxlink,usdt,0.0
Bitget,spot,bitget_vana_usdt_1m,vana,usdt,554082.5762690001
Bitget,spot,bitget_velo_usdt_1m,velo,usdt,520726.8886399999
Bitget,spot,bitget_velodrome_usdt_1m,velodrome,usdt,421798.35955799994
Bitget,spot,bitget_vet_usdt_1m,vet,usdt,3786678.7208622997
Bitget,spot,bitget_vic_usdt_1m,vic,usdt,346307.37065399997
Bitget,spot,bitget_virtual_usdt_1m,virtual,usdt,2219565.8415175937
Bitget,spot,bitget_vt_usdt_1m,vt,usdt,18385.804269999997
Bitget,spot,bitget_w_usdt_1m,w,usdt,4785320.006845499
Bitget,spot,bitget_waxp_usdt_1m,waxp,usdt,142210.5646208
Bitget,spot,bitget_wbtc_usdt_1m,wbtc,usdt,339578.74094
Bitget,spot,bitget_weeth_usdt_1m,weeth,usdt,142166.054747
Bitget,spot,bitget_wemix_usdt_1m,wemix,usdt,25320.63923483
Bitget,spot,bitget_wen_usdt_1m,wen,usdt,141622.92128816
Bitget,spot,bitget_wif_eur_1m,wif,eur,44516.073341
Bitget,spot,bitget_win_usdt_1m,win,usdt,220648.10696826002
Bitget,spot,bitget_wld_usdt_1m,wld,usdt,4696611.905023228
Bitget,spot,bitget_wusd_usdt_1m,wusd,usdt,72069.322952
Bitget,spot,bitget_x_usdt_1m,x,usdt,293945.775132911
Bitget,spot,bitget_xai_usdt_1m,xai,usdt,430216.032908
Bitget,spot,bitget_xaut_usdt_1m,xaut,usdt,464942.23440154444
Bitget,spot,bitget_xcn_usdt_1m,xcn,usdt,376420.25869900006
Bitget,spot,bitget_xdc_usdt_1m,xdc,usdt,426404.1695147
Bitget,spot,bitget_xem_usdt_1m,xem,usdt,24682.4128625948
Bitget,spot,bitget_xion_usdt_1m,xion,usdt,305880.74864500004
Bitget,spot,bitget_xlm_usdt_1m,xlm,usdt,10173592.262714
Bitget,spot,bitget_xpr_usdt_1m,xpr,usdt,98530.63952499998
Bitget,spot,bitget_xrp_eur_1m,xrp,eur,4590665.627019099
Bitget,spot,bitget_xrp_usdc_1m,xrp,usdc,11756834.344633535
Bitget,spot,bitget_xter_usdt_1m,xter,usdt,11797.066596699999
Bitget,spot,bitget_xtz_usdt_1m,xtz,usdt,208882.83677999995
Bitget,spot,bitget_yfi_usdt_1m,yfi,usdt,102771.9844
Bitget,spot,bitget_ygg_usdt_1m,ygg,usdt,1261298.75864242
Bitget,spot,bitget_zent_usdt_1m,zent,usdt,497255.4710867999
Bitget,spot,bitget_zerebro_usdt_1m,zerebro,usdt,227559.11274810001
Bitget,spot,bitget_zil_usdt_1m,zil,usdt,145933.53899474
Bitget,spot,bitget_zk_usdt_1m,zk,usdt,1631728.6538947297
Bitget,spot,bitget_zkj_usdt_1m,zkj,usdt,33636.592592
Bitget,spot,bitget_zkl_usdt_1m,zkl,usdt,31174.110230899998
Bitget,spot,bitget_zrc_usdt_1m,zrc,usdt,129662.4643268
Bitget,spot,bitget_zro_usdt_1m,zro,usdt,2026274.9187099999
Bitget,spot,bitget_zrx_usdt_1m,zrx,usdt,287686.09360422
Bitget,spot,bitget_bananas31_usdt_1m,bananas31,usdt,171242.75926304
Bitget,spot,bitget_gun_usdt_1m,gun,usdt,761122.0966921
Bitget,spot,bitget_kilo_usdt_1m,kilo,usdt,43351.274733000006
Bitget,spot,bitget_wal_usdt_1m,wal,usdt,638584.9826900001
Bitget,spot,bitget_aergo_usdt_1m,aergo,usdt,131249.499545032
Bitget,spot,bitget_zen_usdt_1m,zen,usdt,7263504.812039998
Bitget,spot,bitget_solv_usdt_1m,solv,usdt,88393.10813699999
Bitget,spot,bitget_s_usdt_1m,s,usdt,2100831.986116
Bitget,spot,bitget_melania_usdt_1m,melania,usdt,510337.60202000005
Bitget,spot,bitget_avaai_usdt_1m,avaai,usdt,769934.352409
Bitget,spot,bitget_nc_usdt_1m,nc,usdt,4718.5031435
Bitget,spot,bitget_vert_usdt_1m,vert,usdt,8150.918295500001
Bitget,spot,bitget_duck_usdt_1m,duck,usdt,143713.16382924
Bitget,spot,bitget_ondo_usdc_1m,ondo,usdc,204486.981447
Bitget,spot,bitget_usds_usdt_1m,usds,usdt,17992.153307
Bitget,spot,bitget_anime_usdt_1m,anime,usdt,215220.81018399997
Bitget,spot,bitget_sky_usdt_1m,sky,usdt,569010.6919342
Bitget,spot,bitget_vtho_usdt_1m,vtho,usdt,77845.20176562
Bitget,spot,bitget_j_usdt_1m,j,usdt,74610.5376133
Bitget,spot,bitget_trump_usdc_1m,trump,usdc,295414.62989
Bitget,spot,bitget_anlog_usdt_1m,anlog,usdt,21523.10174282
Bitget,spot,bitget_jellyjelly_usdt_1m,jellyjelly,usdt,1488550.2159043003
Bitget,spot,bitget_inj_usdc_1m,inj,usdc,83918.2217
Bitget,spot,bitget_pha_usdc_1m,pha,usdc,10458.584799999999
Bitget,spot,bitget_render_usdc_1m,render,usdc,63640.62543000001
Bitget,spot,bitget_xlm_usdc_1m,xlm,usdc,184067.2646
Bitget,spot,bitget_tao_usdc_1m,tao,usdc,1244578.5652899998
Bitget,spot,bitget_fet_usdc_1m,fet,usdc,73207.1465
Bitget,spot,bitget_shib_usdc_1m,shib,usdc,90746.76436598
Bitget,spot,bitget_pol_usdc_1m,pol,usdc,51975.18709
Bitget,spot,bitget_icp_usdc_1m,icp,usdc,195807.34745999996
Bitget,spot,bitget_bera_usdt_1m,bera,usdt,3076494.01593995
Bitget,spot,bitget_ltc_usdc_1m,ltc,usdc,3254156.14332
Bitget,spot,bitget_bch_usdc_1m,bch,usdc,3054836.0549000003
Bitget,spot,bitget_ena_usdc_1m,ena,usdc,70232.800794
Bitget,spot,bitget_uni_usdc_1m,uni,usdc,4712902.03867
Bitget,spot,bitget_aave_usdc_1m,aave,usdc,259988.07822
Bitget,spot,bitget_broccoli_usdt_1m,broccoli,usdt,721708.2387239998
Bitget,spot,bitget_shell_usdt_1m,shell,usdt,288701.46635400003
Bitget,spot,bitget_ip_usdt_1m,ip,usdt,2723590.066152099
Bitget,spot,bitget_hei_usdt_1m,hei,usdt,1032520.19718
Bitget,spot,bitget_bgsol_usdt_1m,bgsol,usdt,550789.438186
Bitget,spot,bitget_red_usdt_1m,red,usdt,1842092.40549
Bitget,spot,bitget_a8_usdt_1m,a8,usdt,13198.772593
Bitget,spot,bitget_aave_usdt_1m,aave,usdt,6858084.027536275
Bitget,spot,bitget_aca_usdt_1m,aca,usdt,39299.09657421501
Bitget,spot,bitget_aitech_usdt_1m,aitech,usdt,249598.77645808764
Bitget,spot,bitget_ain_usdt_1m,ain,usdt,549133.56409987
Bitget,spot,bitget_wct_usdt_1m,wct,usdt,670315.1798051
Bitget,spot,bitget_kernel_usdt_1m,kernel,usdt,738312.3904489999
Bitget,spot,bitget_milk_usdt_1m,milk,usdt,332106.00495379994
Bitget,spot,bitget_deep_usdt_1m,deep,usdt,1533513.130318
Bitget,spot,bitget_dolo_usdt_1m,dolo,usdt,274801.9414234
Bitget,spot,bitget_init_usdt_1m,init,usdt,1795853.7642475
Bitget,spot,bitget_house_usdt_1m,house,usdt,43892.654083900874
Bitget,spot,bitget_alice_usdt_1m,alice,usdt,2466552.3986120196
Bitget,spot,bitget_alt_usdt_1m,alt,usdt,272924.4318716
Bitget,spot,bitget_amp_usdt_1m,amp,usdt,186037.013206198
Bitget,spot,bitget_api3_usdt_1m,api3,usdt,119593.98655400002
Bitget,spot,bitget_ar_usdt_1m,ar,usdt,1414107.0550099998
Bitget,spot,bitget_ark_usdt_1m,ark,usdt,18419.346367000002
Bitget,spot,bitget_ath_usdt_1m,ath,usdt,945450.4025628736
Bitget,spot,bitget_btc_eur_1m,btc,eur,4215171.441402037
Bitget,spot,bitget_cetus_usdt_1m,cetus,usdt,455946.81060200004
Bitget,spot,bitget_creo_usdt_1m,creo,usdt,27369.2041967
Bitget,spot,bitget_cspr_usdt_1m,cspr,usdt,80698.248567
Bitget,spot,bitget_d_usdt_1m,d,usdt,65020.59876019999
Bitget,spot,bitget_dodo_usdt_1m,dodo,usdt,174916.85418
Bitget,spot,bitget_dog_usdt_1m,dog,usdt,1230310.437971473
Bitget,spot,bitget_dogs_usdt_1m,dogs,usdt,929244.5670715399
Bitget,spot,bitget_auction_usdt_1m,auction,usdt,926103.9802248
Bitget,spot,bitget_dydx_usdt_1m,dydx,usdt,656247.94248423
Bitget,spot,bitget_eigen_usdt_1m,eigen,usdt,2402343.5182700003
Bitget,spot,bitget_ethw_usdt_1m,ethw,usdt,551479.5681230001
Bitget,spot,bitget_floki_usdt_1m,floki,usdt,2229276.016622057
Bitget,spot,bitget_g_usdt_1m,g,usdt,691568.88068415
Bitget,spot,bitget_glm_usdt_1m,glm,usdt,72966.85540000001
Bitget,spot,bitget_axs_usdt_1m,axs,usdt,688865.2132572
Bitget,spot,bitget_jasmy_usdt_1m,jasmy,usdt,639265.8903481539
Bitget,spot,bitget_jup_usdt_1m,jup,usdt,837552.773167
Bitget,spot,bitget_babydoge_usdt_1m,babydoge,usdt,434660.72974708385
Bitget,spot,bitget_lnq_usdt_1m,lnq,usdt,4787.6117911
Bitget,spot,bitget_lpt_usdt_1m,lpt,usdt,631295.649261735
Bitget,spot,bitget_mas_usdt_1m,mas,usdt,14273.0623688
Bitget,spot,bitget_mdt_usdt_1m,mdt,usdt,27098.13979
Bitget,spot,bitget_moca_usdt_1m,moca,usdt,521144.2539837
Bitget,spot,bitget_moew_usdt_1m,moew,usdt,78887.27865494
Bitget,spot,bitget_bb_usdt_1m,bb,usdt,476891.60416899994
Bitget,spot,bitget_bch_usdt_1m,bch,usdt,4124353.504919414
Bitget,spot,bitget_nym_usdt_1m,nym,usdt,7750.523899999999
Bitget,spot,bitget_op_usdc_1m,op,usdc,148076.14680699998
Bitget,spot,bitget_bio_usdt_1m,bio,usdt,1036057.6186630001
Bitget,spot,bitget_orbs_usdt_1m,orbs,usdt,53777.86578649999
Bitget,spot,bitget_pippin_usdt_1m,pippin,usdt,883222.5797846001
Bitget,spot,bitget_prime_usdt_1m,prime,usdt,4645.34035
Bitget,spot,bitget_pstake_usdt_1m,pstake,usdt,115134.31449880003
Bitget,spot,bitget_rdnt_usdt_1m,rdnt,usdt,1388901.3284931998
Bitget,spot,bitget_blue_usdt_1m,blue,usdt,106640.89681
Bitget,spot,bitget_safe_usdt_1m,safe,usdt,787726.6203519998
Bitget,spot,bitget_scr_eur_1m,scr,eur,3753.645040000001
Bitget,spot,bitget_sei_usdt_1m,sei,usdt,3858670.4903895184
Bitget,spot,bitget_soon_usdt_1m,soon,usdt,1078225.341620738
Bitget,spot,bitget_stx_usdc_1m,stx,usdc,25732.701399999998
Bitget,spot,bitget_tru_usdt_1m,tru,usdt,206704.4541
Bitget,spot,bitget_uni_usdt_1m,uni,usdt,6106189.323246923
Bitget,spot,bitget_vanry_usdt_1m,vanry,usdt,233351.00447000004
Bitget,spot,bitget_rdac_usdt_1m,rdac,usdt,215806.90793062001
Bitget,spot,bitget_dood_usdt_1m,dood,usdt,1201365.8311156998
Bitget,spot,bitget_waves_usdt_1m,waves,usdt,230491.9092223
Bitget,spot,bitget_wif_usdt_1m,wif,usdt,1806295.7484263368
Bitget,spot,bitget_wild_usdt_1m,wild,usdt,70033.71023621
Bitget,spot,bitget_wld_eur_1m,wld,eur,21074.638337
Bitget,spot,bitget_wld_usdc_1m,wld,usdc,403178.75117
Bitget,spot,bitget_wolf_usdt_1m,wolf,usdt,6590.86658362
Bitget,spot,bitget_xrp_usdt_1m,xrp,usdt,143775383.63826153
Bitget,spot,bitget_zbcn_usdt_1m,zbcn,usdt,651393.14898774
Bitget,spot,bitget_zeta_usdt_1m,zeta,usdt,291093.626257
Bitget,spot,bitget_zig_usdt_1m,zig,usdt,61868.924983
Bitget,spot,bitget_trump_usdt_1m,trump,usdt,5127616.15379907
Bitget,spot,bitget_gps_usdt_1m,gps,usdt,291485.58466859994
Bitget,spot,bitget_plume_usdt_1m,plume,usdt,876154.1742750999
Bitget,spot,bitget_sui_usdc_1m,sui,usdc,1176189.7531400002
Bitget,spot,bitget_usde_usdc_1m,usde,usdc,737372.7956569999
Bitget,spot,bitget_layer_usdt_1m,layer,usdt,566928.068557
Bitget,spot,bitget_pi_usdt_1m,pi,usdt,2941553.2554428075
Bitget,spot,bitget_kaito_usdt_1m,kaito,usdt,872121.2837907225
Bitget,spot,bitget_deusd_usdt_1m,deusd,usdt,2209.0675650000003
Bitget,spot,bitget_ab_usdt_1m,ab,usdt,520266.6763476889
Bitget,spot,bitget_elx_usdt_1m,elx,usdt,106439.79105776545
Bitget,spot,bitget_m_usdt_1m,m,usdt,826522.56538754
Bitget,spot,bitget_carv_usdt_1m,carv,usdt,683707.0879680001
Bitget,spot,bitget_sxt_usdt_1m,sxt,usdt,882664.7445109999
Bitget,spot,bitget_myx_usdt_1m,myx,usdt,3268010.04787
Bitget,spot,bitget_obol_usdt_1m,obol,usdt,156754.81444831786
Bitget,spot,bitget_cfx_usdt_1m,cfx,usdt,526772.55694
Bitget,spot,bitget_roam_usdt_1m,roam,usdt,193688.770128
Bitget,spot,bitget_dbr_usdt_1m,dbr,usdt,445452.96552439994
Bitget,spot,bitget_dot_usdc_1m,dot,usdc,213315.05328999998
Bitget,spot,bitget_gear_usdt_1m,gear,usdt,32122.540907000002
Bitget,spot,bitget_grt_usdt_1m,grt,usdt,580159.079047267
Bitget,spot,bitget_hmstr_usdt_1m,hmstr,usdt,705911.3387791001
Bitget,spot,bitget_hold_usdt_1m,hold,usdt,78495.18827000001
Bitget,spot,bitget_moodeng_usdt_1m,moodeng,usdt,1342514.3828754032
Bitget,spot,bitget_neirocto_eur_1m,neirocto,eur,7090.752764404
Bitget,spot,bitget_nexo_usdt_1m,nexo,usdt,22972.187589999998
Bitget,spot,bitget_osmo_usdt_1m,osmo,usdt,597164.139941
Bitget,spot,bitget_prom_usdt_1m,prom,usdt,99263.144805
Bitget,spot,bitget_pyr_usdt_1m,pyr,usdt,34087.6482589
Bitget,spot,bitget_tlm_usdt_1m,tlm,usdt,223046.66508244898
Bitget,spot,bitget_voxel_usdt_1m,voxel,usdt,243328.91571
Bitget,spot,bitget_vine_usdt_1m,vine,usdt,751451.0953563001
Bitget,spot,bitget_pepe_usdc_1m,pepe,usdc,189313.37240286998
Bitget,spot,bitget_icnt_usdt_1m,icnt,usdt,132329.346576
Bitget,spot,bitget_cross_usdt_1m,cross,usdt,426759.24493990996
Bitget,spot,bitget_river_usdt_1m,river,usdt,178303.343512
Bitget,spot,bitget_algo_usdt_1m,algo,usdt,2235278.702496
Bitget,spot,bitget_cheems_usdt_1m,cheems,usdt,304792.15182119276
Bitget,spot,bitget_f_usdt_1m,f,usdt,134580.55064376
Bitget,spot,bitget_rcade_usdt_1m,rcade,usdt,15068.039975119998
Bitget,spot,bitget_high_usdt_1m,high,usdt,81271.41160559999
Bitget,spot,bitget_klv_usdt_1m,klv,usdt,43434.41354466
Bitget,spot,bitget_lmwr_usdt_1m,lmwr,usdt,12665.3511433
Bitget,spot,bitget_link_usdt_1m,link,usdt,21860674.591396935
Bitget,spot,bitget_tanssi_usdt_1m,tanssi,usdt,61250.441391
Bitget,spot,bitget_navx_usdt_1m,navx,usdt,58115.96916110001
Bitget,spot,bitget_nexa_usdt_1m,nexa,usdt,22420.1499387307
Bitget,spot,bitget_snek_usdt_1m,snek,usdt,232184.66078227
Bitget,spot,bitget_slp_usdt_1m,slp,usdt,436419.91793620324
Bitget,spot,bitget_swgt_usdt_1m,swgt,usdt,1760.8106930000001
Bitget,spot,bitget_boom_usdt_1m,boom,usdt,42281.948378500005
Bitget,spot,bitget_launchcoin_usdt_1m,launchcoin,usdt,2046365.0248208453
Bitget,spot,bitget_nxpc_usdt_1m,nxpc,usdt,704496.5139745001
Bitget,spot,bitget_prai_usdt_1m,prai,usdt,105032.8855479
Bitget,spot,bitget_skyai_usdt_1m,skyai,usdt,352850.2819059
Bitget,spot,bitget_pokt_usdt_1m,pokt,usdt,24264.0620568
Bitget,spot,bitget_huma_usdt_1m,huma,usdt,574818.9581591681
Bitget,spot,bitget_usd1_usdt_1m,usd1,usdt,1597494.513018475
Bitget,spot,bitget_usd1_usdc_1m,usd1,usdc,696917.4819130001
Bitget,spot,bitget_b_usdt_1m,b,usdt,419127.2926512
Bitget,spot,bitget_awe_usdt_1m,awe,usdt,1163648.920692
Bitget,spot,bitget_labubu_usdt_1m,labubu,usdt,26024.326120107988
Bitget,spot,bitget_rlusd_usdt_1m,rlusd,usdt,3622163.3056510007
Bitget,spot,bitget_rlusd_usdc_1m,rlusd,usdc,1190233.31471
Bitget,spot,bitget_soph_usdc_1m,soph,usdc,7465.0469303
Bitget,spot,bitget_a_usdt_1m,a,usdt,1302017.9999173998
Bitget,spot,bitget_cudis_usdt_1m,cudis,usdt,830523.8398292001
Bitget,spot,bitget_wnz_usdt_1m,wnz,usdt,17821.548487559998
Bitget,spot,bitget_la_usdt_1m,la,usdt,391180.49954368937
Bitget,spot,bitget_rwa_usdt_1m,rwa,usdt,111968.08513654598
Bitget,spot,bitget_bdxn_usdt_1m,bdxn,usdt,639893.5865602001
Bitget,spot,bitget_flock_usdt_1m,flock,usdt,984072.115675
Bitget,spot,bitget_skate_usdt_1m,skate,usdt,602605.3550165001
Bitget,spot,bitget_rvn_usdt_1m,rvn,usdt,498681.74991549994
Bitget,spot,bitget_pumpbtc_usdt_1m,pumpbtc,usdt,217921.0550211
Bitget,spot,bitget_idol_usdt_1m,idol,usdt,563012.7756120865
Bitget,spot,bitget_resolv_usdt_1m,resolv,usdt,397888.3234631133
Bitget,spot,bitget_home_usdt_1m,home,usdt,588914.763839786
Bitget,spot,bitget_b2_usdt_1m,b2,usdt,587120.4404091
Bitget,spot,bitget_tag_usdt_1m,tag,usdt,68177.718375175
Bitget,spot,bitget_spk_usdt_1m,spk,usdt,904194.7428420073
Bitget,spot,bitget_h_usdt_1m,h,usdt,979995.2607958901
Bitget,spot,bitget_newt_usdt_1m,newt,usdt,820991.0381199999
Bitget,spot,bitget_dmc_usdt_1m,dmc,usdt,144463.07353570004
Bitget,spot,bitget_mgo_usdt_1m,mgo,usdt,105257.77415162101
Bitget,spot,bitget_mat_usdt_1m,mat,usdt,34496.607735900005
Bitget,spot,bitget_cess_usdt_1m,cess,usdt,14852.6693648
Bitget,spot,bitget_sahara_usdt_1m,sahara,usdt,1307984.0671826
Bitget,spot,bitget_node_usdt_1m,node,usdt,26585.818730400002
Bitget,spot,bitget_frag_usdt_1m,frag,usdt,135530.893109
Bitget,spot,bitget_more_usdt_1m,more,usdt,13728.763339500001
Bitget,spot,bitget_esports_usdt_1m,esports,usdt,596100.176583
Bitget,spot,bitget_1inch_usdt_1m,1inch,usdt,796286.4438251801
Bitget,spot,bitget_fhe_usdt_1m,fhe,usdt,440705.8703516
Bitget,spot,bitget_ada_eur_1m,ada,eur,396535.1108399999
Bitget,spot,bitget_ada_usdt_1m,ada,usdt,32295107.440719604
Bitget,spot,bitget_zora_usdt_1m,zora,usdt,2089577.4140380898
Bitget,spot,bitget_hyper_usdt_1m,hyper,usdt,720976.486611
Bitget,spot,bitget_gork_usdt_1m,gork,usdt,384657.61376705905
Bitget,spot,bitget_alph_usdt_1m,alph,usdt,58322.378436
Bitget,spot,bitget_alpine_usdt_1m,alpine,usdt,894489.6270137
Bitget,spot,bitget_ankr_usdt_1m,ankr,usdt,333079.8076535179
Bitget,spot,bitget_apt_usdc_1m,apt,usdc,100692.52978999999
Bitget,spot,bitget_arg_usdt_1m,arg,usdt,22444.843214
Bitget,spot,bitget_asr_usdt_1m,asr,usdt,300234.93976000004
Bitget,spot,bitget_audio_usdt_1m,audio,usdt,115307.76479719002
Bitget,spot,bitget_badger_usdt_1m,badger,usdt,111858.56563600001
Bitget,spot,bitget_bat_usdt_1m,bat,usdt,60533.87059672
Bitget,spot,bitget_banana_usdt_1m,banana,usdt,1209835.2063
Bitget,spot,bitget_band_usdt_1m,band,usdt,268775.87649064
Bitget,spot,bitget_bel_usdt_1m,bel,usdt,142931.03883200002
Bitget,spot,bitget_bico_usdt_1m,bico,usdt,318312.93281400006
Bitget,spot,bitget_bgsc_usdt_1m,bgsc,usdt,501351.64985251
Bitget,spot,bitget_bonk_usdt_1m,bonk,usdt,2481097.10689339
Bitget,spot,bitget_btt_usdt_1m,btt,usdt,161359.42419183298
Bitget,spot,bitget_cbk_usdt_1m,cbk,usdt,6319.027967000001
Bitget,spot,bitget_chess_usdt_1m,chess,usdt,325514.86973999994
Bitget,spot,bitget_cvc_usdt_1m,cvc,usdt,436784.43674800004
Bitget,spot,bitget_dai_usdc_1m,dai,usdc,5696.8974
Bitget,spot,bitget_etc_usdt_1m,etc,usdt,5105149.131116
Bitget,spot,bitget_juv_usdt_1m,juv,usdt,51791.328562099996
Bitget,spot,bitget_ldo_usdt_1m,ldo,usdt,3539501.79497236
Bitget,spot,bitget_masa_usdt_1m,masa,usdt,43300.4327957
Bitget,spot,bitget_mavia_usdt_1m,mavia,usdt,189069.568927
Bitget,spot,bitget_max_usdt_1m,max,usdt,5482.8255561999995
Bitget,spot,bitget_mina_usdc_1m,mina,usdc,60525.15866
Bitget,spot,bitget_neo_usdt_1m,neo,usdt,988493.5293039999
Bitget,spot,bitget_open_usdt_1m,open,usdt,796906.0632796
Bitget,spot,bitget_orai_usdt_1m,orai,usdt,56682.79088
Bitget,spot,bitget_phb_usdt_1m,phb,usdt,282379.164973
Bitget,spot,bitget_rose_usdt_1m,rose,usdt,1256447.0900844
Bitget,spot,bitget_sfp_usdt_1m,sfp,usdt,266662.828
Bitget,spot,bitget_trx_usdt_1m,trx,usdt,8619245.756361289
Bitget,spot,bitget_bless_usdt_1m,bless,usdt,1358020.0277115947
Bitget,spot,bitget_era_usdt_1m,era,usdt,181907.8587543
Bitget,spot,bitget_es_usdt_1m,es,usdt,77175.561352
Bitget,spot,bitget_0g_usdt_1m,0g,usdt,2192118.1610459997
Bitget,spot,bitget_why_usdt_1m,why,usdt,44405.206134478016
Bitget,spot,bitget_woo_usdt_1m,woo,usdt,472070.50321
Bitget,spot,bitget_bsu_usdt_1m,bsu,usdt,17595.233665
Bitget,spot,bitget_egl1_usdt_1m,egl1,usdt,217467.56281200002
Bitget,spot,bitget_zkwasm_usdt_1m,zkwasm,usdt,16538.393503
Bitget,spot,bitget_fair3_usdt_1m,fair3,usdt,174537.37557162996
Bitget,spot,bitget_xpl_usdt_1m,xpl,usdt,9915751.492192201
Bitget,spot,bitget_coa_usdt_1m,coa,usdt,127430.48778699998
Bitget,spot,bitget_blum_usdt_1m,blum,usdt,24244.002482
Bitget,spot,bitget_ika_usdt_1m,ika,usdt,166885.02098905
Bitget,spot,bitget_aineth_usdt_1m,aineth,usdt,10947.46775568
Bitget,spot,bitget_unite_usdt_1m,unite,usdt,4399.53506403
Bitget,spot,bitget_tree_usdt_1m,tree,usdt,440624.0983019999
Bitget,spot,bitget_nero_usdt_1m,nero,usdt,3054.4343763250004
Bitget,spot,bitget_gaia_usdt_1m,gaia,usdt,52774.774201199994
Bitget,spot,bitget_a2z_usdt_1m,a2z,usdt,236686.24328720002
Bitget,spot,bitget_spon_usdt_1m,spon,usdt,51891.63640501
Bitget,spot,bitget_gho_usdt_1m,gho,usdt,822686.2559258399
Bitget,spot,bitget_nom_usdt_1m,nom,usdt,134880.6643944
Bitget,spot,bitget_prove_usdt_1m,prove,usdt,746391.5888789999
Bitget,spot,bitget_towns_usdt_1m,towns,usdt,244273.1685595
Bitget,spot,bitget_sup_usdt_1m,sup,usdt,25153.590845299997
Bitget,spot,bitget_cyc_usdt_1m,cyc,usdt,59698.26658735
Bitget,spot,bitget_aio_usdt_1m,aio,usdt,573464.00663285
Bitget,spot,bitget_naoris_usdt_1m,naoris,usdt,732679.2848547001
Bitget,spot,bitget_rhea_usdt_1m,rhea,usdt,84928.58005189999
Bitget,spot,bitget_in_usdt_1m,in,usdt,1274001.871663
Bitget,spot,bitget_think_usdt_1m,think,usdt,3772.1917584999997
Bitget,spot,bitget_xcx_usdt_1m,xcx,usdt,6962.371931000001
Bitget,spot,bitget_k_usdt_1m,k,usdt,325074.5778914999
Bitget,spot,bitget_eden_usdt_1m,eden,usdt,567210.166054
Bitget,spot,bitget_aria_usdt_1m,aria,usdt,666642.3247039999
Bitget,spot,bitget_yzy_usdt_1m,yzy,usdt,126460.24712000001
Bitget,spot,bitget_dgc_usdt_1m,dgc,usdt,13550.77076534
Bitget,spot,bitget_tcom_usdt_1m,tcom,usdt,110372.62840973
Bitget,spot,bitget_public_usdt_1m,public,usdt,7330.911951399999
